SpeciesID,Type,IsVertibrate,IsMammal,DNAtype,Ncodons,SpeciesName,Domain,Kingdom,Phylum,Class,Order,Family,Genus,RawMitKmeans,NMFMitKmeans,RawMitSpec,NMFMitSpec
228309,vertebrate,1,0,1,3807, Alethe castanea,eukaryota,animalia,chordata,aves,passeriformes,turdidae,alethe,4,3,0,0
197521,vertebrate,1,0,1,11838, Alethe diademata,eukaryota,animalia,chordata,aves,passeriformes,turdidae,alethe,4,4,0,0
228310,vertebrate,1,0,1,1142, Alethe fuelleborni,,animalia,chordata,aves,passeriformes,turdidae,alethe,4,0,0,1
228308,vertebrate,1,0,1,5424, Alethe poliocephala,eukaryota,animalia,chordata,aves,passeriformes,turdidae,alethe,4,0,0,1
228312,vertebrate,1,0,1,1143, Alethe poliophrys,eukaryota,animalia,chordata,aves,passeriformes,turdidae,alethe,4,0,0,1
266942,invertebrate,0,0,1,2846, Aleurochiton aceris,eukaryota,animalia,arthropoda,insecta,hemiptera,aleyrodidae,aleurochiton,2,1,2,0
30099,invertebrate,0,0,1,3399, Aleurodicus dugesii,eukaryota,animalia,arthropoda,insecta,hemiptera,aleyrodidae,aleurodicus,2,1,2,0
8496,vertebrate,1,0,1,5329, Alligator mississippiensis,eukaryota,animalia,chordata,reptilia,crocodylia,alligatoridae,alligator,1,0,0,1
38654,vertebrate,1,0,1,2842, Alligator sinensis,eukaryota,animalia,chordata,reptilia,crocodylia,alligatoridae,alligator,3,0,1,1
181445,vertebrate,1,0,1,1788, Allocyttus niger,eukaryota,animalia,chordata,actinopterygii,zeiformes,oreosomatidae,allocyttus,3,3,1,1
28583,plant,0,0,1,8411, Allomyces macrogynus,eukaryota,fungi,blastocladiomycota,blastocladiomycetes,blastocladiales,blastocladiaceae,allomyces,0,1,2,0
9610,mammal,1,1,1,3022, Alopex lagopus,,animalia,chordata,mammalia,carnivora,canidae,alopex,1,0,0,1
278164,vertebrate,1,0,1,3083, Alosa alosa,eukaryota,animalia,chordata,actinopterygii,clupeiformes,clupeidae,alosa,3,3,1,1
278165,vertebrate,1,0,1,1950, Alosa fallax,eukaryota,animalia,chordata,actinopterygii,clupeiformes,clupeidae,alosa,3,3,1,2
379818,vertebrate,1,0,1,1300, Alosa immaculata,eukaryota,animalia,chordata,actinopterygii,clupeiformes,clupeidae,alosa,3,3,1,2
34774,vertebrate,1,0,1,2433, Alosa pseudoharengus,eukaryota,animalia,chordata,actinopterygii,clupeiformes,clupeidae,alosa,3,3,1,0
34773,vertebrate,1,0,1,1300, Alosa sapidissima,eukaryota,animalia,chordata,actinopterygii,clupeiformes,clupeidae,alosa,3,3,1,1
30590,primate,1,1,1,19747, Alouatta belzebul,eukaryota,animalia,chordata,mammalia,primates,atelidae,alouatta,4,3,0,0
182257,primate,1,1,1,2058, Alouatta belzebul belzebul,eukaryota,animalia,chordata,mammalia,primates,atelidae,alouatta,1,4,0,0
9502,primate,1,1,1,13738, Alouatta caraya,eukaryota,animalia,chordata,mammalia,primates,atelidae,alouatta,4,3,0,1
347518,rodent,1,1,1,1136, Alticola semicanus,eukaryota,animalia,chordata,mammalia,rodentia,cricetidae,alticola,4,4,0,0
34793,vertebrate,1,0,1,1742, Altolamprologus compressiceps,eukaryota,animalia,chordata,actinopterygii,perciformes,cichlidae,altolamprologus,3,3,1,0
171366,vertebrate,1,0,1,1766, Alytes obstetricans pertinax,eukaryota,animalia,chordata,amphibia,anura,alytidae,alytes,3,3,1,0
151760,vertebrate,1,0,1,1031, Amazona farinosa,eukaryota,animalia,chordata,aves,psittaciformes,psittacidae,amazona,4,3,0,0
151762,vertebrate,1,0,1,1435, Amazona ochrocephala auropalliata,eukaryota,animalia,chordata,aves,psittaciformes,psittacidae,amazona,4,4,0,0
151763,vertebrate,1,0,1,2121, Amazona ochrocephala belizensis,eukaryota,animalia,chordata,aves,psittaciformes,psittacidae,amazona,4,3,0,0
229550,vertebrate,1,0,1,2285, Amazona ochrocephala nattereri,eukaryota,animalia,chordata,aves,psittaciformes,psittacidae,amazona,4,4,0,0
151764,vertebrate,1,0,1,2114, Amazona ochrocephala ochrocephala,eukaryota,animalia,chordata,aves,psittaciformes,psittacidae,amazona,4,4,0,0
151765,vertebrate,1,0,1,4588, Amazona ochrocephala oratrix,eukaryota,animalia,chordata,aves,psittaciformes,psittacidae,amazona,4,3,0,0
151766,vertebrate,1,0,1,2524, Amazona ochrocephala panamensis,eukaryota,animalia,chordata,aves,psittaciformes,psittacidae,amazona,4,4,0,0
151767,vertebrate,1,0,1,3121, Amazona ochrocephala tresmariae,eukaryota,animalia,chordata,aves,psittaciformes,psittacidae,amazona,4,4,0,0
6943,invertebrate,0,0,1,1994, Amblyomma americanum,eukaryota,animalia,arthropoda,arachnida,ixodida,ixodidae,amblyomma,2,1,2,0
65637,invertebrate,0,0,1,1675, Amblyomma triguttatum,eukaryota,animalia,arthropoda,arachnida,ixodida,ixodidae,amblyomma,2,1,2,0
282260,vertebrate,1,0,1,2456, Ambystoma andersoni,eukaryota,animalia,chordata,amphibia,caudata,ambystomatidae,ambystoma,2,3,2,0
43107,vertebrate,1,0,1,2805, Ambystoma californiense,eukaryota,animalia,chordata,amphibia,caudata,ambystomatidae,ambystoma,2,3,2,0
282261,vertebrate,1,0,1,2456, Ambystoma dumerilii,eukaryota,animalia,chordata,amphibia,caudata,ambystomatidae,ambystoma,2,3,2,1
8298,vertebrate,1,0,1,2286, Ambystoma laterale,eukaryota,animalia,chordata,amphibia,caudata,ambystomatidae,ambystoma,1,3,2,0
8296,vertebrate,1,0,1,4913, Ambystoma mexicanum,eukaryota,animalia,chordata,amphibia,caudata,ambystomatidae,ambystoma,2,3,2,0
43116,vertebrate,1,0,1,2457, Ambystoma tigrinum tigrinum,eukaryota,animalia,chordata,amphibia,caudata,ambystomatidae,ambystoma,2,3,2,0
7924,vertebrate,1,0,1,6709, Amia calva,eukaryota,animalia,chordata,actinopterygii,amiiformes,amiidae,amia,1,0,0,1
198936,vertebrate,1,0,1,1129, Ammodramus henslowii,,animalia,chordata,aves,passeriformes,passerellidae,ammodramus,4,3,0,1
9899,mammal,1,1,1,3316, Ammotragus lervia,eukaryota,animalia,chordata,mammalia,artiodactyla,bovidae,ammotragus,1,0,0,1
4881,invertebrate,0,0,1,4842, Amoebidium parasiticum,eukaryota,protozoa,choanozoa,ichthyosporea,eccrinida,amoebidiaceae,amoebidium,0,2,2,2
393050,vertebrate,1,0,1,2588, Amolops tormotus,,animalia,chordata,amphibia,anura,ranidae,amolops,3,3,1,1
206552,vertebrate,1,0,1,9560, Amphibolurus nobbi coggeri,,animalia,chordata,reptilia,squamata,agamidae,amphibolurus,4,4,0,0
64098,vertebrate,1,0,1,1131, Amphilophus altifrons,,animalia,chordata,actinopterygii,perciformes,cichlidae,amphilophus,3,4,1,0
84390,vertebrate,1,0,1,1133, Amphilophus bussingi,,animalia,chordata,actinopterygii,perciformes,cichlidae,amphilophus,3,4,1,0
61819,vertebrate,1,0,1,1485, Amphilophus citrinellus,eukaryota,animalia,chordata,actinopterygii,perciformes,cichlidae,amphilophus,3,4,1,0
64099,vertebrate,1,0,1,1892, Amphilophus macracanthus,eukaryota,animalia,chordata,actinopterygii,perciformes,cichlidae,amphilophus,4,4,1,0
64100,vertebrate,1,0,1,2936, Amphilophus rhytisma,,animalia,chordata,actinopterygii,perciformes,cichlidae,amphilophus,3,4,1,0
64101,vertebrate,1,0,1,1512, Amphilophus robertsoni,,animalia,chordata,actinopterygii,perciformes,cichlidae,amphilophus,3,4,1,0
400682,invertebrate,0,0,1,4035, Amphimedon queenslandica,eukaryota,animalia,porifera,demospongiae,haplosclerida,niphatidae,amphimedon,0,2,1,2
80972,vertebrate,1,0,1,2366, Amphiprion ocellaris,eukaryota,animalia,chordata,actinopterygii,perciformes,pomacentridae,amphiprion,3,3,1,0
273519,vertebrate,1,0,1,2222, Amphisbaena schmidti,eukaryota,animalia,chordata,reptilia,squamata,amphisbaenidae,amphisbaena,1,3,0,1
198938,vertebrate,1,0,1,20858, Amphispiza belli,,animalia,chordata,aves,passeriformes,passerellidae,amphispiza,4,4,0,0
195821,vertebrate,1,0,1,1379, Anableps anableps,eukaryota,animalia,chordata,actinopterygii,cyprinodontiformes,anablepidae,anableps,3,3,1,0
310697,invertebrate,0,0,1,3952, Anacropora matthai,eukaryota,animalia,cnidaria,anthozoa,scleractinia,acroporidae,anacropora,0,2,1,2
8839,vertebrate,1,0,1,4171, Anas platyrhynchos,eukaryota,animalia,chordata,aves,anseriformes,anatidae,anas,4,3,0,1
141262,vertebrate,1,0,1,1913, Andrias davidianus,eukaryota,animalia,chordata,amphibia,caudata,cryptobranchidae,andrias,2,3,2,0
166789,vertebrate,1,0,1,2924, Andrias japonicus,eukaryota,animalia,chordata,amphibia,caudata,cryptobranchidae,andrias,2,3,2,0
154579,vertebrate,1,0,1,2195, Aneides flavipunctatus,eukaryota,animalia,chordata,amphibia,caudata,plethodontidae,aneides,2,1,2,0
154580,vertebrate,1,0,1,1942, Aneides hardii,eukaryota,animalia,chordata,amphibia,caudata,plethodontidae,aneides,1,3,2,1
7936,vertebrate,1,0,1,4078, Anguilla anguilla,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
86961,vertebrate,1,0,1,2558, Anguilla australis australis,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,1
86962,vertebrate,1,0,1,2558, Anguilla australis schmidtii,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,1
103832,vertebrate,1,0,1,2558, Anguilla bengalensis labiata,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
61125,vertebrate,1,0,1,2938, Anguilla bicolor bicolor,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
61126,vertebrate,1,0,1,3318, Anguilla bicolor pacifica,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
48163,vertebrate,1,0,1,2558, Anguilla celebesensis,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
61127,vertebrate,1,0,1,2938, Anguilla dieffenbachii,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
86967,vertebrate,1,0,1,2558, Anguilla interioris,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
7937,vertebrate,1,0,1,3698, Anguilla japonica,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
103812,vertebrate,1,0,1,3318, Anguilla malgumora,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
7939,vertebrate,1,0,1,4838, Anguilla marmorata,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
86963,vertebrate,1,0,1,2558, Anguilla megastoma,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,1
48164,vertebrate,1,0,1,3318, Anguilla mossambica,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,1
86966,vertebrate,1,0,1,2558, Anguilla nebulosa nebulosa,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
86964,vertebrate,1,0,1,2558, Anguilla obscura,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,1
48165,vertebrate,1,0,1,3318, Anguilla reinhardtii,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
7938,vertebrate,1,0,1,3540, Anguilla rostrata,eukaryota,animalia,chordata,actinopterygii,anguilliformes,anguillidae,anguilla,1,3,0,0
102178,vertebrate,1,0,1,1388, Anguis fragilis,eukaryota,animalia,chordata,reptilia,squamata,anguidae,anguis,4,0,0,1
6269,invertebrate,0,0,1,1673, Anisakis simplex,eukaryota,animalia,nematoda,chromadorea,rhabditida,anisakidae,anisakis,0,2,1,2
120564,invertebrate,0,0,1,1398, Anodonta woodiana,,animalia,mollusca,bivalvia,unionida,unionidae,sinanodonta,0,2,2,2
75243,vertebrate,1,0,1,1038, Anolis ahli,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,0
235290,vertebrate,1,0,1,33213, Anolis allisoni,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
237980,vertebrate,1,0,1,1730, Anolis armouri,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,0
235295,vertebrate,1,0,1,1384, Anolis bremeri,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
235296,vertebrate,1,0,1,2076, Anolis brunneus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
28377,vertebrate,1,0,1,3806, Anolis carolinensis,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,0
141894,vertebrate,1,0,1,1038, Anolis carpenteri,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,2,0
38889,vertebrate,1,0,1,2413, Anolis cristatellus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
38891,vertebrate,1,0,1,34921, Anolis cybotes,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,0
38893,vertebrate,1,0,1,1382, Anolis distichus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
43584,vertebrate,1,0,1,2768, Anolis fuscoauratus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
75255,vertebrate,1,0,1,1724, Anolis garmani,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
38894,vertebrate,1,0,1,2418, Anolis grahami,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
75259,vertebrate,1,0,1,1722, Anolis lineatopus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,0,0,1
75260,vertebrate,1,0,1,1037, Anolis lineatus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,0,0,1
235313,vertebrate,1,0,1,1038, Anolis longiceps,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,0,0,1
75264,vertebrate,1,0,1,1038, Anolis marcanoi,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,0
75265,vertebrate,1,0,1,1382, Anolis maynardi,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
174262,vertebrate,1,0,1,2768, Anolis nitens,,animalia,chordata,reptilia,squamata,iguanidae,anolis,1,3,0,1
141899,vertebrate,1,0,1,1730, Anolis opalinus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
44141,vertebrate,1,0,1,2759, Anolis ortonii,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,0,0,1
38901,vertebrate,1,0,1,24563, Anolis porcatus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
301360,vertebrate,1,0,1,3460, Anolis porcatus x A. allisoni,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
174263,vertebrate,1,0,1,3114, Anolis punctatus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,0,0,1
235321,vertebrate,1,0,1,1730, Anolis quadriocellifer,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
141900,vertebrate,1,0,1,1032, Anolis reconditus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,0,0,1
38937,vertebrate,1,0,1,108987, Anolis sagrei,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
237982,vertebrate,1,0,1,2076, Anolis shrevei,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
172665,vertebrate,1,0,1,3114, Anolis smaragdinus,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,0,0,1
75271,vertebrate,1,0,1,1036, Anolis strahmi,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
141902,vertebrate,1,0,1,1384, Anolis valencienni,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
237981,vertebrate,1,0,1,6919, Anolis whitemani,eukaryota,animalia,chordata,reptilia,squamata,dactyloidae,anolis,1,3,0,1
181433,vertebrate,1,0,1,2133, Anomalops katoptron,eukaryota,animalia,chordata,actinopterygii,beryciformes,anomalopidae,anomalops,3,3,1,0
8811,vertebrate,1,0,1,3364, Anomalopteryx didiformis,eukaryota,metazoa,chordata,aves,dinornithiformes,emeidae,anomalopteryx,4,0,0,1
359030,rodent,1,1,1,2974, Anomalurus sp. GP-2005,eukaryota,animalia,chordata,mammalia,rodentia,anomaluridae,anomalurus,1,0,0,1
62324,invertebrate,0,0,1,2365, Anopheles funestus,eukaryota,animalia,arthropoda,insecta,diptera,culicidae,anopheles,2,1,2,0
7165,invertebrate,0,0,1,2293, Anopheles gambiae,eukaryota,animalia,arthropoda,insecta,diptera,culicidae,anopheles,2,1,2,0
42377,invertebrate,0,0,1,3265, Anopheles quadrimaculatus A,eukaryota,metazoa,arthropoda,insecta,diptera,culicidae,anopheles,2,1,2,0
88656,vertebrate,1,0,1,1784, Anoplogaster cornuta,eukaryota,animalia,chordata,actinopterygii,beryciformes,anoplogastridae,anoplogaster,3,3,1,0
217634,invertebrate,0,0,1,1515, Anoplophora glabripennis,eukaryota,animalia,arthropoda,insecta,coleoptera,cerambycidae,anoplophora,2,1,2,0
50365,vertebrate,1,0,1,3080, Anser albifrons,eukaryota,animalia,chordata,aves,anseriformes,anatidae,anser,4,0,0,1
8843,vertebrate,1,0,1,1143, Anser anser,eukaryota,animalia,chordata,aves,anseriformes,anatidae,anser,4,4,0,0
8845,vertebrate,1,0,1,7239, Anser cygnoides,eukaryota,animalia,chordata,aves,anseriformes,anatidae,anser,4,4,0,0
8851,vertebrate,1,0,1,4130, Anseranas semipalmata,eukaryota,animalia,chordata,aves,anseriformes,anseranatidae,anseranas,4,0,0,1
7119,invertebrate,0,0,1,2420, Antheraea pernyi,eukaryota,animalia,arthropoda,insecta,lepidoptera,saturniidae,antheraea,2,1,2,0
143339,vertebrate,1,0,1,1787, Antigonia capros,eukaryota,animalia,chordata,actinopterygii,perciformes,caproidae,antigonia,3,3,1,1
30591,primate,1,1,1,1517, Aotus azarai,,animalia,chordata,mammalia,primates,aotidae,aotus,1,3,0,1
292213,primate,1,1,1,1518, Aotus lemurinus griseimembra,eukaryota,animalia,chordata,mammalia,primates,aotidae,aotus,1,3,0,1
37293,primate,1,1,1,1224, Aotus nancymaae,eukaryota,animalia,chordata,mammalia,primates,aotidae,aotus,1,3,0,1
9505,primate,1,1,1,2609, Aotus trivirgatus,eukaryota,animalia,chordata,mammalia,primates,aotidae,aotus,1,0,0,1
195827,vertebrate,1,0,1,17397, Aphanius anatoliae anatoliae,eukaryota,animalia,chordata,actinopterygii,cyprinodontiformes,cyprinodontidae,aphanius,3,3,1,1
195833,vertebrate,1,0,1,2667, Aphanius anatoliae transgrediens,eukaryota,animalia,chordata,actinopterygii,cyprinodontiformes,cyprinodontidae,aphanius,3,2,1,2
